ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
40105,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end",100 to 499 employees,In-person,Retail and Consumer Services,France,Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,60328,0.9,0.552631579,30005.24211
40111,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, front-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,India,HTML/CSS;JavaScript;TypeScript,NA,27898,0.9,0.763157895,19161.52105
40117,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","5,000 to 9,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);C#;Dart;Go;Groovy;HTML/CSS;JavaScript;Kotlin;Rust;SQL;TypeScript,MongoDB;PostgreSQL;Redis,330000,1,0.789473684,260526.3158
40118,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,31,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack","5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Higher Education,United States of America,C;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript;VBA,MariaDB;Microsoft Access;MySQL;SQLite,78000,0.9,0.5,35100
40119,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, mobile",100 to 499 employees,In-person,"Internet, Telecomm or Information Services",Germany,Java;Kotlin;Python,NA,103253,0.9,0.763157895,70918.50789
40120,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data scientist,"10,000 or more employees",Remote,Software Development,Georgia,C++;Python,Cosmos DB;MySQL;PostgreSQL,2941,0.8,0.684210526,1609.810526
40121,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, QA or test","1,000 to 4,999 employees",Remote,Fintech,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server;MySQL;Oracle,61264,0.9,0.921052632,50784.63158
40125,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees",Remote,Other:,United States of America,Bash/Shell (all shells);Groovy;Java;JavaScript;Perl;SQL,Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL,250000,0.9,0.5,112500
40128,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, embedded applications or devices","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Manufacturing,United States of America,Bash/Shell (all shells);C;C++;Go;Python,NA,230000,0.9,0.5,103500
40131,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,"10,000 or more employees",Remote,Media & Advertising Services,United States of America,Bash/Shell (all shells);Java;PowerShell;Python;Scala;SQL,Cosmos DB;Databricks SQL;MySQL;Oracle,150000,0.9,0.763157895,103026.3158
40134,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,MariaDB;MySQL;SQLite,160000,1,0.5,80000
40143,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Norway,C#;HTML/CSS;JavaScript;SQL;TypeScript,NA,64930,1,0.973684211,63221.31579
40148,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"No, I didn't spend time learning in the past year","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",France,JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL;PostgreSQL,48726,0.9,0.815789474,35775.14211
40152,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Higher Education,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Microsoft SQL Server,51734,1,0.684210526,35396.94737
40157,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",500 to 999 employees,Remote,Retail and Consumer Services,Colombia,Go;JavaScript;Python;Rust;TypeScript,PostgreSQL;Redis,91022,1,0.631578947,57487.57895
40159,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,NA,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Cloud infrastructure engineer,500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,United States of America,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python;Rust;SQL;TypeScript;Zig,BigQuery;PostgreSQL;SQLite;Clickhouse,390000,1,0.5,195000
40162,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,200000,0.9,0.5,90000
40164,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",DevOps engineer or professional,"1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Insurance,United States of America,Bash/Shell (all shells);Groovy;Java;PowerShell;SQL,IBM DB2;Microsoft SQL Server;MongoDB,119000,1,0.631578947,75157.89474
40168,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21,"No, I didn't spend time learning in the past year","Developer, back-end","1,000 to 4,999 employees",Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Java;JavaScript;Python;TypeScript,Dynamodb;MongoDB;PostgreSQL;Redis;Valkey,245055,0.9,0.5,110274.75
40170,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,21,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, desktop or enterprise applications",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Chile,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Visual Basic (.Net),MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,14844,0.8,0.5,5937.6
40171,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Brazil,Bash/Shell (all shells);C#;C++;Java;Python;SQL,NA,91018,1,0.868421053,79041.94737
40172,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",500 to 999 employees,Remote,Software Development,Norway,C#;HTML/CSS;PowerShell;SQL,MariaDB,68685,1,0.921052632,63262.5
40175,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, back-end","10,000 or more employees",Remote,Software Development,India,Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL,Oracle,17436,1,0.921052632,16059.47368
40178,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Canada,Bash/Shell (all shells);C;C++;HTML/CSS;Java;MATLAB;PowerShell;Python,NA,94846,0.9,0.763157895,65144.22632
40191,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,Germany,Python;SQL,BigQuery;Microsoft SQL Server;PostgreSQL,87011,0.9,0.921052632,72127.53947
40205,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, embedded applications or devices","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,Ada;Bash/Shell (all shells);C#;C++;Python;SQL,Microsoft SQL Server,81210,0.9,0.894736842,65395.42105
40211,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end",100 to 499 employees,Remote,Software Development,Spain,Rust,NA,149659,1,0.763157895,114213.4474
40233,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Software Development,Germany,Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,96292,0.8,0.868421053,66897.6
40244,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,MySQL;Oracle,132000,1,0.5,66000
40245,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees",In-person,Energy,China,C;C++;Fortran;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript;VBA,Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,97500,0.9,0.763157895,66967.10526
40246,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21,"No, I didn't spend time learning in the past year","Developer, back-end",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,C#;GDScript;SQL,PostgreSQL;Redis,111636,0.9,0.5,50236.2
40247,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",DevOps engineer or professional,"10,000 or more employees",Remote,Computer Systems Design and Services,United States of America,Assembly;Bash/Shell (all shells);C;Groovy;HTML/CSS;JavaScript;Lisp;Perl;Python,MySQL;SQLite,525000,1,0.5,262500
40248,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions",100 to 499 employees,Remote,Software Development,Germany,Bash/Shell (all shells);C#;PowerShell;SQL,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,110214,1.25,0.5,68883.75
40252,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, embedded applications or devices",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Poland,Assembly;Bash/Shell (all shells);C;C++,PostgreSQL,6004,0.9,0.815789474,4408.2
40256,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,29,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Applied scientist,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Energy,Germany,Bash/Shell (all shells);C;C++;Fortran;Python;Visual Basic (.Net),NA,98612,0.8,0.5,39444.8
40262,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Applied scientist,"1,000 to 4,999 employees",In-person,Government,United States of America,Bash/Shell (all shells);Fortran;HTML/CSS;Python,NA,126000,0.8,0.868421053,87536.84211
40263,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,United States of America,JavaScript,NA,205000,1,0.5,102500
40265,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",System administrator,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Germany,HTML/CSS;JavaScript;PHP;PowerShell;SQL,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL,107894,1,0.789473684,85179.47368
40268,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, desktop or enterprise applications","5,000 to 9,999 employees",Remote,Higher Education,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net),Microsoft SQL Server,80000,0.8,0.710526316,45473.68421
40269,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,11,"No, I didn't spend time learning in the past year","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Belgium,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;Oracle,52207,1.15,0.736842105,44238.56316
